"epoch","Name: hopfield_mol - _step","Name: hopfield_mol - _step__MIN","Name: hopfield_mol - _step__MAX","Name: hopfield_mol - loss_to_report_val","Name: hopfield_mol - loss_to_report_val__MIN","Name: hopfield_mol - loss_to_report_val__MAX"
"372","744","744","744","0.1494862091024845","0.14548897194483312","0.15113242429768375"
"373","746","746","746","0.1489340579668653","0.14793985653509523","0.15039650729166293"
"374","748","748","748","0.15109584634673182","0.1502356640501339","0.15216491038192034"
"375","750","750","750","0.15255237675385974","0.14994048177789443","0.1551957426520342"
"376","752","752","752","0.15068197242741008","0.1495736690749404","0.1535410017015384"
"377","754","754","754","0.14924426447935868","0.14825366669756768","0.1520168765697344"
"378","756","756","756","0.14836445411537044","0.1480609004370028","0.14913179626157547"
"379","758","758","758","0.15007909199778352","0.14775363045401826","0.15268403178764878"
"380","760","760","760","0.14980778351512725","0.14774066443902975","0.15181353011007476"
"381","762","762","762","0.1488958202969571","0.14634585616400103","0.1510655703289234"
"382","764","764","764","0.14917565027003107","0.1474981632551563","0.1506384968762015"
"383","766","766","766","0.14866544342415108","0.14627544570684897","0.15125066279540048"
"384","768","768","768","0.15000606141716238","0.1475056898593329","0.15194409920510074"
"385","770","770","770","0.14907429876470982","0.1458761138025163","0.15211336675179407"
"386","772","772","772","0.14908437558353116","0.1463046438858011","0.15234372559291975"
"387","774","774","774","0.1501149769144655","0.14702793627497546","0.15368733131862333"
"388","776","776","776","0.149224101595008","0.14651990017524472","0.151426521380109"
"389","778","778","778","0.14964426115450397","0.14733601185505663","0.1526081120098017"
"390","780","780","780","0.1492819494969026","0.1461344824311569","0.15513628455372705"
"391","782","782","782","0.14981654722914647","0.14492776112645794","0.1526934395356319"
"392","784","784","784","0.14884686672040046","0.14791292889478105","0.15062617510597331"
"393","786","786","786","0.14834896633916989","0.14625124848886564","0.14996317297538134"
"394","788","788","788","0.14784170064108532","0.1468013355755249","0.1486488255171155"
"395","790","790","790","0.14699939143356547","0.1453900975065603","0.15024737961072657"
"396","792","792","792","0.1500773617573517","0.14665376143828737","0.1518991427488052"
"397","794","794","794","0.14789432250209916","0.146701151102656","0.14964131267641897"
"398","796","796","796","0.15049408417002358","0.1497429724265851","0.1518489839514175"
"399","798","798","798","0.14800653463781893","0.14752373726854284","0.14868950617780535"
"400","800","800","800","0.1496231399467689","0.14849663865638815","0.1517219320586874"
"401","802","802","802","0.14872904950769852","0.1459428909599794","0.1530685250342903"
"402","804","804","804","0.1488071644575914","0.14563232519374525","0.15252645969203862"
"403","806","806","806","0.1493820729354342","0.1475024899833649","0.15137634584845147"
"404","808","808","808","0.15025653011810727","0.14941461759354618","0.15134424298865787"
"405","810","810","810","0.14881515707051413","0.1458654397902502","0.15241921283728488"
"406","812","812","812","0.14763887474987356","0.1457906438663038","0.14885822781562658"
"407","814","814","814","0.1504543377678208","0.14788943235877264","0.15284461541312497"
"408","816","816","816","0.14854875835575002","0.14535904115042017","0.1513398148376244"
"409","818","818","818","0.15109805492443132","0.14835154371723766","0.15345975673014706"
"410","820","820","820","0.1491512409147096","0.14680879742239675","0.15025428976028743"
"411","822","822","822","0.1496390394501047","0.14699674464338777","0.15179054760918165"
"412","824","824","824","0.14927873410893916","0.14813618870918047","0.1498441028759873"
"413","826","826","826","0.14753431067838305","0.1451663218489452","0.15098210817596586"
"414","828","828","828","0.14955204295038127","0.1471016328175087","0.15177030406499512"
"415","830","830","830","0.15026035655546172","0.14753859856053303","0.15240303219282877"
"416","832","832","832","0.1485824094031281","0.14712711370810944","0.15152976598021445"
"417","834","834","834","0.14902289355553064","0.14623582301068547","0.1533678989952084"
"418","836","836","836","0.14729879497835724","0.14453111979627942","0.1504983888825915"
"419","838","838","838","0.1477314895981509","0.14567080876454702","0.15032652863127488"
"420","840","840","840","0.14936852710750806","0.14811203210507992","0.151204804872457"
"421","842","842","842","0.14875357739422254","0.1476527953385971","0.15061489099655487"
"422","844","844","844","0.15110014503119787","0.14678500368204977","0.15319710456798497"
"423","846","846","846","0.14914523191890924","0.1474606323315664","0.1501920080511491"
"424","848","848","848","0.14757798105363912","0.14333265913239396","0.1505368821461405"
"425","850","850","850","0.14907039929042296","0.14743911881257254","0.15236621659072078"
"426","852","852","852","0.14708286439236434","0.14621827903941742","0.14786907226752374"
"427","854","854","854","0.14931885622455562","0.14722191418007127","0.15207035739721642"
"428","856","856","856","0.148808976805524","0.14690745063193936","0.1508082970826189"
"429","858","858","858","0.14942501026281335","0.14696415769982749","0.1528060809304455"
"430","860","860","860","0.15061839589275686","0.14835042782451074","0.15215959720544206"
"431","862","862","862","0.15042879082142752","0.14867609367162113","0.1555969431415594"
"432","864","864","864","0.1494352639195573","0.14751274736449388","0.15237481532408814"
"433","866","866","866","0.14897377279360874","0.14697519517192925","0.1510318838050666"
"434","868","868","868","0.15068771993342925","0.14865012911115655","0.1531660790619032"
"435","870","870","870","0.1494576549511559","0.14646355556022597","0.15131053707361278"
"436","872","872","872","0.14985160298518932","0.14706022890534276","0.15481333538574613"
"437","874","874","874","0.14954754817178756","0.14555102549567234","0.15252216745180375"
"438","876","876","876","0.1496322762700039","0.14767893897235387","0.15377754885864442"
"439","878","878","878","0.15039711617199186","0.14584772275961103","0.15637370815898846"
"440","880","880","880","0.15014414385637118","0.14748756335635585","0.15319397378157193"
"441","882","882","882","0.15035783440500572","0.14528403105812104","0.15340639709515735"
"442","884","884","884","0.14953464450902382","0.14540804463766102","0.15412792167094613"
"443","886","886","886","0.14866485240869518","0.14643132079054766","0.15035496897625236"
"444","888","888","888","0.1496622859757597","0.14786086808487622","0.1509993384691907"
"445","890","890","890","0.15086686627392643","0.1471813631642251","0.15305874371714787"
"446","892","892","892","0.1497000263842127","0.14777362749792816","0.15218638319277497"
"447","894","894","894","0.149667093836236","0.14767950213084957","0.15165969536123383"
"448","896","896","896","0.14926114190578094","0.1464135029057258","0.15088906159165877"
"449","898","898","898","0.14921688794241805","0.14645149565133364","0.15219533233826482"
"450","900","900","900","0.1524328398263594","0.1468673393737407","0.15805370952115325"
"451","902","902","902","0.15089326944193773","0.14836072787643387","0.15278537523541424"
"452","904","904","904","0.15022689696775463","0.14732516189255274","0.15532351973332842"
"453","906","906","906","0.14984187500268561","0.14492555046690775","0.15219957665989503"
"454","908","908","908","0.14983248461713225","0.14596145093095161","0.15558592865465265"
"455","910","910","910","0.15025808964982446","0.1474597179160917","0.15272323307695118"
"456","912","912","912","0.14950983457911912","0.14732076064879226","0.1521181960198747"
"457","914","914","914","0.15161298142122026","0.14909222646336404","0.15844958446667953"
"458","916","916","916","0.15053780328897118","0.1467085643185462","0.15439599273272733"
"459","918","918","918","0.14848143830745308","0.146585403842546","0.1499818487909393"
"460","920","920","920","0.1501000690536213","0.14611376034208426","0.15287838335367715"
"461","922","922","922","0.15003357739366638","0.14650821214584228","0.15286382980094404"
"462","924","924","924","0.1482784827024877","0.14652963143809095","0.15079785776157265"
"463","926","926","926","0.14939012637792362","0.1471627554462238","0.15055529538481155"
"464","928","928","928","0.1493825491264682","0.1479664362246104","0.15233805811934095"
"465","930","930","930","0.14926961431111835","0.14505652905213276","0.15397789223959693"
"466","932","932","932","0.14982755012696525","0.14804363385910746","0.15096224975279585"
"467","934","934","934","0.14978131707022407","0.1463075483699803","0.1516735094689627"
"468","936","936","936","0.14966655791148073","0.1471352016300275","0.15135356629511718"
"469","938","938","938","0.14958896403119018","0.14749549800146275","0.15122963717147067"
"470","940","940","940","0.14898397914899025","0.1467924807186523","0.1507312067398788"
"471","942","942","942","0.1498395513393789","0.1469677200572054","0.15168803377461956"
"472","944","944","944","0.15123424692311463","0.1480732653879942","0.1529891245935724"
"473","946","946","946","0.1497821510776421","0.1483113725004944","0.1531104845296231"
"474","948","948","948","0.15097208524839995","0.14657868908529276","0.1525862692713613"
"475","950","950","950","0.15018201801504655","0.14823247286398306","0.15464954955055957"
"476","952","952","952","0.15142453928645122","0.14952375460055134","0.15352648594637802"
"477","954","954","954","0.150430877553776","0.14696990655268224","0.15409413882243422"
"478","956","956","956","0.15223312041158388","0.15092269931045346","0.15423851451500512"
"479","958","958","958","0.15120392672887212","0.14861496961722837","0.15350308433686105"
"480","960","960","960","0.1500754782457567","0.14614689222249314","0.15298609046398182"
"481","962","962","962","0.1488477230249075","0.14536263946960723","0.15432114198816285"
"482","964","964","964","0.1504574506155278","0.14698704834460508","0.1557086828336454"
"483","966","966","966","0.14970464271812056","0.14778417751635464","0.15182233389066008"
"484","968","968","968","0.1502957125447426","0.14559965326425411","0.15655486961899442"
"485","970","970","970","0.15175529171050073","0.149800281341159","0.15367391639727082"
"486","972","972","972","0.15124495107450606","0.14956868709282434","0.1535579944190057"
"487","974","974","974","0.15091355604281825","0.14643856520449866","0.15540745515127094"
"488","976","976","976","0.15157239180383736","0.14907686414720223","0.15417347479234272"
"489","978","978","978","0.1498108484521895","0.1484696805428767","0.1517340896848757"
"490","980","980","980","0.15078411194462782","0.14808127371044313","0.15515973611498224"
"491","982","982","982","0.15080830879301402","0.14840002207933678","0.15603459557340096"
"492","984","984","984","0.15045033665547583","0.1477398245244217","0.151653191110099"
"493","986","986","986","0.15072242832096636","0.14968591030030412","0.15239867704331317"
"494","988","988","988","0.1493848266894387","0.1471567647550766","0.15126538814411916"
"495","990","990","990","0.15010297488571042","0.14733316227653362","0.15369878407669288"
"496","992","992","992","0.15043635989789636","0.14760133992123775","0.15353157394559283"
"497","994","994","994","0.15060933515687142","0.14749893075066656","0.1539471098105549"
"498","996","996","996","0.14949184004675894","0.145949761928131","0.15442831343782545"
"499","998","998","998","0.1498475384815289","0.14547506532154536","0.15421960828934606"
"500","1000","1000","1000","0.1507559349317028","0.148503169894836","0.15239248397243854"
"501","1002","1002","1002","0.15116034553648358","0.14761902503680005","0.15615225637721117"
"502","1004","1004","1004","0.1499707103532198","0.14557275624030747","0.1544751905805837"
"503","1006","1006","1006","0.15074289087306852","0.14597565770571486","0.15367588789969247"
"504","1008","1008","1008","0.1503632400403081","0.14681291687283307","0.15195831609762672"
"505","1010","1010","1010","0.14938221047084166","0.14813559787016709","0.15002466322839517"
"506","1012","1012","1012","0.14927452994827692","0.14881417795834495","0.1496703747468749"
"507","1014","1014","1014","0.15096257743298888","0.14621641240118824","0.1552759380932265"
"508","1016","1016","1016","0.14841940714032836","0.144545412029136","0.15152269703590826"
"509","1018","1018","1018","0.1512567086423298","0.14732744136973422","0.15279502308414314"
"510","1020","1020","1020","0.14942978031222268","0.14609650798662818","0.1543367113673187"
"511","1022","1022","1022","0.15094467918041465","0.1492484952565561","0.1535452004253861"
"512","1024","1024","1024","0.15200647595929398","0.1474788105235673","0.15697270911972075"
"513","1026","1026","1026","0.15227947242433182","0.14958820589533167","0.15609588270911445"
"514","1028","1028","1028","0.1509034275495506","0.14880888135404982","0.15372079028265098"
"515","1030","1030","1030","0.15202714293063918","0.14980922550291065","0.15488000248800096"
"516","1032","1032","1032","0.1511685949542399","0.14881553062486086","0.15355453222801657"
"517","1034","1034","1034","0.1514861776644896","0.14989225884996168","0.1551700717680094"
"518","1036","1036","1036","0.15131226910944423","0.14711182070050624","0.15459530689057788"
"519","1038","1038","1038","0.14948931783023506","0.14683739905129262","0.1521123451811868"
"520","1040","1040","1040","0.14895817587304427","0.14800492108713117","0.15024364719193053"
"521","1042","1042","1042","0.1509193633534466","0.14686323888278624","0.1538344307953224"
"522","1044","1044","1044","0.14981402167919997","0.14547878333269507","0.15485882758316882"
"523","1046","1046","1046","0.15083604169851422","0.1451048491414098","0.1545356949277022"
"524","1048","1048","1048","0.14900391882208014","0.14659056953924557","0.15068423962433522"
"525","1050","1050","1050","0.14895428954568515","0.14504726159064138","0.15476702028862235"
"526","1052","1052","1052","0.14895675787848928","0.14733463410386646","0.15096495302322602"
"527","1054","1054","1054","0.1479009459003061","0.14437926329543097","0.14996095439824894"
"528","1056","1056","1056","0.14877878208736423","0.14557030713058067","0.15036356421930522"
"529","1058","1058","1058","0.14946673933837587","0.14634349467621321","0.15261922595136823"
"530","1060","1060","1060","0.15037196093502603","0.1485730875223167","0.15247726844650406"
"531","1062","1062","1062","0.14926591337829037","0.14837565169071534","0.14981099080704666"
"532","1064","1064","1064","0.14794503785534643","0.14573163762703578","0.15036144739143154"
"533","1066","1066","1066","0.1501855570043144","0.1473723645611524","0.152084666073719"
"534","1068","1068","1068","0.1502761240770902","0.14660681492391342","0.1516233147654759"
"535","1070","1070","1070","0.15008649206667002","0.1488778607327171","0.15136995172347142"
"536","1072","1072","1072","0.1508020494891879","0.14950722630376662","0.15234023492191873"
"537","1074","1074","1074","0.1496361786087618","0.14798988996088097","0.15181354488162277"
"538","1076","1076","1076","0.15001919028586091","0.14599388388789453","0.1523863118878374"
"539","1078","1078","1078","0.1511291089233897","0.14894962763188094","0.1530647178679994"
"540","1080","1080","1080","0.1491651694237194","0.14566684978845976","0.15323071891319798"
"541","1082","1082","1082","0.1502109957994318","0.14791517861680648","0.152225444923665"
"542","1084","1084","1084","0.1507538387208386","0.1485321809115963","0.15336783467107162"
"543","1086","1086","1086","0.14894659856646958","0.14730102104243722","0.15076801973924608"
"544","1088","1088","1088","0.14881171953245106","0.14512677532138896","0.15234498009393407"
"545","1090","1090","1090","0.15052315742410752","0.14687917246353668","0.15464065500312943"
"546","1092","1092","1092","0.15033637336055702","0.14829937450687355","0.15233605844701462"
"547","1094","1094","1094","0.1511585051999598","0.1486745962424505","0.15519649455066029"
"548","1096","1096","1096","0.14850827776093006","0.14620066507763604","0.1510115010024776"
"549","1098","1098","1098","0.148447445594317","0.14713648993375095","0.14995968732398077"
"550","1100","1100","1100","0.1497391822008102","0.14532143310335896","0.15418823085620742"
"551","1102","1102","1102","0.14798459318665247","0.14688708579336668","0.1506226209584853"
"552","1104","1104","1104","0.15035420477667588","0.14988662636304845","0.15143872831495953"
"553","1106","1106","1106","0.1488210426452301","0.14686216414218797","0.1523497361310271"
"554","1108","1108","1108","0.1505160133499041","0.14573518423027196","0.15467276328504498"
"555","1110","1110","1110","0.15074107818229965","0.14800902861391946","0.15260726936935262"
"556","1112","1112","1112","0.15017038417847137","0.14861732954955242","0.15236100160286314"
"557","1114","1114","1114","0.14992507911410802","0.14716552206090033","0.15314748105624984"
"558","1116","1116","1116","0.15042739542347167","0.14831572150919084","0.15381706912427612"
"559","1118","1118","1118","0.1481353556809829","0.14598614966653928","0.15055852417374913"
"560","1120","1120","1120","0.1493916316482595","0.1464212382762001","0.15312350839724026"
"561","1122","1122","1122","0.14930328365391057","0.1459427853517425","0.15172307011977462"
"562","1124","1124","1124","0.1492927538713421","0.14747240276209814","0.15173867036873936"
"563","1126","1126","1126","0.14910172915534936","0.14857729625827118","0.14975580735515157"
"564","1128","1128","1128","0.15084637118138894","0.14353039311349336","0.1551375195454836"
"565","1130","1130","1130","0.14873995972485127","0.14526616503353687","0.15223748047373714"
"566","1132","1132","1132","0.14969995071784387","0.14621885075950117","0.15144276609479385"
"567","1134","1134","1134","0.14823042779691528","0.1470275368448111","0.14908300431198024"
"568","1136","1136","1136","0.14902735649716695","0.14626958054535918","0.15185471428047861"
"569","1138","1138","1138","0.14802391340555146","0.14627803101904235","0.15122681222702322"
"570","1140","1140","1140","0.14975859984856651","0.1482313867562231","0.1524051017738667"
"571","1142","1142","1142","0.14899606781806746","0.14709757543922558","0.15048872807942543"
"572","1144","1144","1144","0.14915437496445288","0.14653045592241126","0.15392254644741013"
"573","1146","1146","1146","0.14985631939125263","0.14681106543047795","0.15245878103611732"
"574","1148","1148","1148","0.1500802792779584","0.1462798252768314","0.15450053167652675"
"575","1150","1150","1150","0.15028232711428613","0.14826822586283045","0.1548741188581464"
"576","1152","1152","1152","0.14979547538394472","0.14773714686945422","0.15201742324946224"
"577","1154","1154","1154","0.14856953732463882","0.1462404253656248","0.15107077689784168"
"578","1156","1156","1156","0.14987505818178354","0.14848538753127707","0.15211747582955681"
"579","1158","1158","1158","0.15116513891240582","0.14563519994531698","0.15505171293561826"
"580","1160","1160","1160","0.1502352913119116","0.14715133236332995","0.1527631120017829"
"581","1162","1162","1162","0.15116407158914089","0.1469884365369571","0.154170752450611"
"582","1164","1164","1164","0.15013276838487294","0.14704849498529907","0.15218515306130348"
"583","1166","1166","1166","0.15159538750226428","0.1494356354368914","0.15267487908958693"
"584","1168","1168","1168","0.15004685874406493","0.1478330880702834","0.15255816889907564"
"585","1170","1170","1170","0.15096858166012672","0.14913937766467356","0.15641006244568972"
"586","1172","1172","1172","0.15090971975475126","0.14858620173837736","0.1543860578610299"
"587","1174","1174","1174","0.14969478083693183","0.14833960034787677","0.1504591376800402"
"588","1176","1176","1176","0.15008631762331967","0.14630631803022517","0.153936855692039"
"589","1178","1178","1178","0.14868708123814608","0.1464231120172229","0.1503897014524725"
"590","1180","1180","1180","0.14986199110046988","0.1474319186568606","0.1529909608549327"
"591","1182","1182","1182","0.14940278815583086","0.14839224563986125","0.15171844046953206"
"592","1184","1184","1184","0.15041395176718303","0.14707002851381157","0.15288610224431276"
"593","1186","1186","1186","0.14975136537256206","0.14753477432015652","0.1532648111224561"
"594","1188","1188","1188","0.1501490036868544","0.14554857870424606","0.15296796303090776"
"595","1190","1190","1190","0.1499536813719492","0.1472096373702916","0.1514427618038794"
"596","1192","1192","1192","0.1495042166566936","0.14660532513891697","0.15101762996581564"
"597","1194","1194","1194","0.15095985675039192","0.1496113726661883","0.15314373904214498"
"598","1196","1196","1196","0.14995404536346196","0.14598313932752072","0.15287406292058373"
"599","1198","1198","1198","0.1504330929610953","0.14833292695400888","0.1537972147979228"
"600","1200","1200","1200","0.1486602721158744","0.14670621676456866","0.15029254356902116"
"601","1202","1202","1202","0.150739479642442","0.14786189268299121","0.15226976189993272"
"602","1204","1204","1204","0.15074640804745884","0.14780270592748962","0.15393209332035843"
"603","1206","1206","1206","0.14802971573852852","0.14657908076722523","0.1504610654439976"
"604","1208","1208","1208","0.14969803492506478","0.14707783924095474","0.1529208759592341"
"605","1210","1210","1210","0.15192632896385025","0.150312806382114","0.15361473306508477"
"606","1212","1212","1212","0.14984022796411647","0.14574711474783353","0.15434648649782579"
"607","1214","1214","1214","0.1488882698160264","0.14583250734895487","0.15101772026861263"
"608","1216","1216","1216","0.1514211385817248","0.14794673750188705","0.15599521387239548"
"609","1218","1218","1218","0.15042119659004702","0.14722562699777628","0.153002813492242"
"610","1220","1220","1220","0.15188994175993187","0.14677003451403467","0.15607992522734862"
"611","1222","1222","1222","0.15041157940204916","0.14635467578647804","0.15340262786984382"
"612","1224","1224","1224","0.15016144348185873","0.14596238391456515","0.1534080807223839"
"613","1226","1226","1226","0.1514682751792841","0.15060125997877","0.152038025932806"
"614","1228","1228","1228","0.15235314839768105","0.15092955389567478","0.15477759867394633"
"615","1230","1230","1230","0.15150056733328257","0.14701829420718454","0.15568292112227003"
"616","1232","1232","1232","0.15027385059416484","0.14872878748869459","0.15331275967164606"
"617","1234","1234","1234","0.15033867875815793","0.14867045185238892","0.152915614047912"
"618","1236","1236","1236","0.15026560096348296","0.14862988894637463","0.15375560614640071"
"619","1238","1238","1238","0.14999495913802813","0.1486669734071793","0.15126881896283967"
"620","1240","1240","1240","0.1503220261462633","0.14906318817789527","0.1524375173507297"
"621","1242","1242","1242","0.15004124547513523","0.1474190811181119","0.15082839397337341"
"622","1244","1244","1244","0.14956783983715893","0.14750610321672455","0.1515629239518816"
"623","1246","1246","1246","0.15197918119087656","0.14974636307629444","0.1530525705471863"
"624","1248","1248","1248","0.14977756965508784","0.1471101258261772","0.15345552855516473"
"625","1250","1250","1250","0.15136018593152947","0.14961909605844403","0.15395238172335454"
"626","1252","1252","1252","0.15086234582649566","0.14855909937221176","0.1522920977151619"
"627","1254","1254","1254","0.1509963758882078","0.1488165764297976","0.15495306881521248"
"628","1256","1256","1256","0.14998830548949474","0.148696557785106","0.1516514143663497"
"629","1258","1258","1258","0.15134912136933237","0.14959708837813063","0.15570588294978271"
"630","1260","1260","1260","0.15058183789668517","0.1478877809947199","0.15223949887752047"
"631","1262","1262","1262","0.15175016018729476","0.14869797363374526","0.15319890708539957"
"632","1264","1264","1264","0.1514222110952803","0.14994325171044023","0.15310921038896824"
"633","1266","1266","1266","0.15126057915231197","0.14861007934554576","0.15292301466841485"
"634","1268","1268","1268","0.1511711983441955","0.14836228784294303","0.1530922051753889"
"635","1270","1270","1270","0.15150915819915245","0.14563957336933642","0.15821146875468564"
"636","1272","1272","1272","0.15306167976672486","0.14865941425854345","0.1594289743490643"
"637","1274","1274","1274","0.1504617269679976","0.1475454580930695","0.15520634484119888"
"638","1276","1276","1276","0.1505889131637447","0.14797131175340505","0.15187558124538922"
"639","1278","1278","1278","0.15154902588164088","0.14617959633529823","0.1560068982524779"
"640","1280","1280","1280","0.1519939386504942","0.15057196089587285","0.15394779907936906"
"641","1282","1282","1282","0.15108719302025397","0.1489020134726249","0.15325915954656147"
"642","1284","1284","1284","0.15036425321810123","0.14613123247754223","0.1530252619666595"
"643","1286","1286","1286","0.1504117218960502","0.14890940503259545","0.15279137535721438"
"644","1288","1288","1288","0.1505768962448868","0.1471375387528778","0.15416188900260358"
"645","1290","1290","1290","0.14977155181359128","0.148147660012627","0.1508318198879502"
"646","1292","1292","1292","0.14927279537810217","0.14686342287490095","0.15247404742418624"
"647","1294","1294","1294","0.15192362415504795","0.1495222097327898","0.15611108025916925"
"648","1296","1296","1296","0.14966560747034424","0.14781831580656388","0.1507825267381379"
"649","1298","1298","1298","0.15123190252273958","0.14778151562017244","0.15379366977911482"
"650","1300","1300","1300","0.1491329541754962","0.14426137102288908","0.15116349824520148"
"651","1302","1302","1302","0.15100542759642538","0.149462920269404","0.15249028927175864"
"652","1304","1304","1304","0.1516637088139856","0.14818639950614104","0.1593238830654285"
"653","1306","1306","1306","0.15176715118695322","0.15065260452918494","0.15485424193310182"
"654","1308","1308","1308","0.15383426527698502","0.15152538127539478","0.1561880331622295"
"655","1310","1310","1310","0.1501050081199225","0.14575723259764337","0.15192292343137012"
"656","1312","1312","1312","0.15070230315524186","0.14745931669341641","0.1534009624173398"
"657","1314","1314","1314","0.15035608587699814","0.14781125184984395","0.1525291783252856"
"658","1316","1316","1316","0.1504211182155201","0.1496921959822184","0.15115845838418132"
"659","1318","1318","1318","0.15075358551619328","0.14613332066323784","0.1541739088529045"
"660","1320","1320","1320","0.1491022386613748","0.14671054595357025","0.15165763921247524"
"661","1322","1322","1322","0.15279533417921168","0.14800376186962477","0.1551255123442428"
"662","1324","1324","1324","0.15203983013783706","0.14927425959030252","0.15533149355531436"
"663","1326","1326","1326","0.15000825565163042","0.14837426601214238","0.15269086561352552"
"664","1328","1328","1328","0.15096760301476728","0.14836664996624227","0.15354359008915056"
"665","1330","1330","1330","0.14967042434996483","0.1477027495525843","0.15220567232024843"
"666","1332","1332","1332","0.15082078235695243","0.1468628047271501","0.15374463080201872"
"667","1334","1334","1334","0.150869297644197","0.14907424845278006","0.15178228186619463"
"668","1336","1336","1336","0.15164134455266093","0.14819912769285604","0.15568828881502966"
"669","1338","1338","1338","0.14963217960382003","0.14660827180216315","0.1528565905492109"
"670","1340","1340","1340","0.14929203769592456","0.14751468259444517","0.1522340840048553"
"671","1342","1342","1342","0.15032905954453707","0.14721169787815183","0.1535063842056572"
"672","1344","1344","1344","0.15054507045346505","0.14698325132160037","0.157231429201036"
"673","1346","1346","1346","0.15091254463328566","0.14801735759258022","0.1529665196790674"
"674","1348","1348","1348","0.1512759569883439","0.14937864209597826","0.15369520330859787"
"675","1350","1350","1350","0.1506743152054884","0.14814766451271377","0.15222415972106237"
"676","1352","1352","1352","0.1503447615863567","0.14889700544465953","0.15356667004469002"
"677","1354","1354","1354","0.1485920093401848","0.1461554855518256","0.1514941708983028"
"678","1356","1356","1356","0.14905455017866637","0.14525188971963493","0.15271900062904814"
"679","1358","1358","1358","0.15069798865557318","0.14639471349055388","0.1533229275177615"
"680","1360","1360","1360","0.15080679918037354","0.14900896120610324","0.15481107685291798"
"681","1362","1362","1362","0.14901847085500536","0.14509643524273208","0.15200197754967099"
"682","1364","1364","1364","0.15094143249169337","0.1467030480317156","0.15509669239519425"
"683","1366","1366","1366","0.1500210634093585","0.14799454830162","0.1519959893859839"
"684","1368","1368","1368","0.1511737356434552","0.1466121335592483","0.15349780221017909"
"685","1370","1370","1370","0.1528332704210868","0.15012221266961612","0.15522572876434504"
"686","1372","1372","1372","0.15185913954113484","0.1505910195066663","0.1539214421425426"
"687","1374","1374","1374","0.15093493086100995","0.1489074993107282","0.15263563776152383"
"688","1376","1376","1376","0.15135092381041504","0.14977607840826504","0.1531254726742633"
"689","1378","1378","1378","0.15022725955487465","0.14798441138993185","0.15280318217529443"
"690","1380","1380","1380","0.1510145090823202","0.14694813467922843","0.15283283430738004"
"691","1382","1382","1382","0.1502378598224834","0.14528898120656167","0.1529894446720855"
"692","1384","1384","1384","0.15163096929471237","0.14816895668714047","0.15631199511433133"
"693","1386","1386","1386","0.14955740064519246","0.14648778895721912","0.152287871323045"
"694","1388","1388","1388","0.1502698709012604","0.14774902981702037","0.15409702394445488"
"695","1390","1390","1390","0.1507163414454414","0.14789493854656477","0.1536460236675645"
"696","1392","1392","1392","0.1492283753187919","0.1482464655366085","0.15054720050768153"
"697","1394","1394","1394","0.14891802653659947","0.14614853353210613","0.15250591264921964"
"698","1396","1396","1396","0.15159383202964444","0.15033776906282623","0.15300420102189377"
"699","1398","1398","1398","0.15052499968835079","0.1463225985077558","0.1563295075747711"
"700","1400","1400","1400","0.14978193505390952","0.14817480825603754","0.15167791460483343"
"701","1402","1402","1402","0.1512195840101652","0.14893082919159673","0.1537996107719642"
"702","1404","1404","1404","0.14983371660425115","0.1486053525506334","0.1516472992981277"
"703","1406","1406","1406","0.14980964407103858","0.1473533817148231","0.15502621011309012"
"704","1408","1408","1408","0.14999131133132207","0.14778045602485287","0.15398907147005317"
"705","1410","1410","1410","0.1496330509341721","0.1474414459380038","0.15229020908251042"
"706","1412","1412","1412","0.15081998267099156","0.1482729305115678","0.15251744194120492"
"707","1414","1414","1414","0.1509970899011127","0.14957372756165055","0.15184625161287962"
"708","1416","1416","1416","0.15143108763033813","0.14771663471093768","0.1552118570545867"
"709","1418","1418","1418","0.15079081196906122","0.15001368195283274","0.1527274660961801"
"710","1420","1420","1420","0.15010917542460867","0.14743183850311473","0.15134684416920946"
"711","1422","1422","1422","0.15113169201546292","0.14781872536810828","0.15582783567495442"
"712","1424","1424","1424","0.15065696128569298","0.1474010397090141","0.15314253037282452"
"713","1426","1426","1426","0.15036974535114833","0.14747065465819248","0.15263615619712498"
"714","1428","1428","1428","0.15223122787702675","0.15130709746761112","0.15377949484381312"
"715","1430","1430","1430","0.15091234178943952","0.1474030630945804","0.15394644100446536"
"716","1432","1432","1432","0.14959921131414158","0.14743084956412802","0.15297540398478984"
"717","1434","1434","1434","0.15137781320493732","0.14697657165864433","0.15514268160183184"
"718","1436","1436","1436","0.14914262196249886","0.14675769889195903","0.1530952502683819"
"719","1438","1438","1438","0.150498926977632","0.14832046966819482","0.15392591816927972"
"720","1440","1440","1440","0.15103786546978526","0.1487410021509351","0.15248582626403567"
"721","1442","1442","1442","0.14876008187712025","0.14473323389587353","0.15145072178362742"
"722","1444","1444","1444","0.1513050890615312","0.14996651723403812","0.15300839409319703"
"723","1446","1446","1446","0.15218467507261013","0.1476457629558896","0.156202548111855"
"724","1448","1448","1448","0.14831736011770802","0.14687652315922348","0.15051866051546542"
"725","1450","1450","1450","0.14997545801025605","0.1471757509298419","0.1528469464756305"
"726","1452","1452","1452","0.15139279422479449","0.14902134476426657","0.1537888342410109"
"727","1454","1454","1454","0.15069143315529582","0.14928633006262965","0.1520915390926696"
"728","1456","1456","1456","0.1509644519687368","0.14642539652467818","0.15616948688903426"
